Location ID,Location,Year,Month,Temp (F),Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-093,Siskiyou County,2002,7,87,121,5.5,81.5
CA-093,Siskiyou County,2002,8,83.1,94,2.3,80.8
CA-093,Siskiyou County,2002,9,77.9,105,4,73.9
CA-093,Siskiyou County,2002,10,66,109,4.2,61.8
CA-093,Siskiyou County,2002,11,53.2,116,5.3,47.9
CA-093,Siskiyou County,2002,12,41.8,78,0.9,40.9
CA-093,Siskiyou County,2003,1,47.9,125,7.9,40
CA-093,Siskiyou County,2003,2,46.9,97,2.8,44.1
CA-093,Siskiyou County,2003,3,51.3,87,2.5,48.8
CA-093,Siskiyou County,2003,4,47.3,7,-8.3,55.6
CA-093,Siskiyou County,2003,5,64.8,74,1.1,63.7
CA-093,Siskiyou County,2003,6,79.6,122,7.4,72.2
CA-093,Siskiyou County,2003,7,87.8,124,6.3,81.5
CA-093,Siskiyou County,2003,8,80.9,54,0.1,80.8
CA-093,Siskiyou County,2003,9,79.8,117,5.9,73.9
CA-093,Siskiyou County,2003,10,68.3,118,6.5,61.8
CA-093,Siskiyou County,2003,11,44.2,11,-3.7,47.9
CA-093,Siskiyou County,2003,12,40.8,58,-0.1,40.9
CA-093,Siskiyou County,2004,1,41.4,78,1.4,40
CA-093,Siskiyou County,2004,2,43.7,52,-0.4,44.1
CA-093,Siskiyou County,2004,3,58.7,124,9.9,48.8
CA-093,Siskiyou County,2004,4,61,109,5.4,55.6
CA-093,Siskiyou County,2004,5,64.7,72,1,63.7
CA-093,Siskiyou County,2004,6,75.9,101,3.7,72.2
CA-093,Siskiyou County,2004,7,84.7,98,3.2,81.5
CA-093,Siskiyou County,2004,8,82.8,88,2,80.8
CA-093,Siskiyou County,2004,9,74.4,67,0.5,73.9
CA-093,Siskiyou County,2004,10,60.5,43,-1.3,61.8
CA-093,Siskiyou County,2004,11,49.2,82,1.3,47.9
CA-093,Siskiyou County,2004,12,44.6,115,3.7,40.9
CA-093,Siskiyou County,2005,1,43.3,100,3.3,40
CA-093,Siskiyou County,2005,2,49.2,118,5.1,44.1
CA-093,Siskiyou County,2005,3,54.3,113,5.5,48.8
CA-093,Siskiyou County,2005,4,54.1,48,-1.5,55.6
CA-093,Siskiyou County,2005,5,62.2,39,-1.5,63.7
CA-093,Siskiyou County,2005,6,67.2,10,-5,72.2
CA-093,Siskiyou County,2005,7,85.7,113,4.2,81.5
CA-093,Siskiyou County,2005,8,85.5,121,4.7,80.8
CA-093,Siskiyou County,2005,9,73.4,52,-0.5,73.9
CA-093,Siskiyou County,2005,10,62.1,71,0.3,61.8
CA-093,Siskiyou County,2005,11,48,68,0.1,47.9
CA-093,Siskiyou County,2005,12,42.7,91,1.8,40.9
CA-093,Siskiyou County,2006,1,40.8,66,0.8,40
CA-093,Siskiyou County,2006,2,48.2,110,4.1,44.1
CA-093,Siskiyou County,2006,3,41.2,4,-7.6,48.8
CA-093,Siskiyou County,2006,4,54.3,50,-1.3,55.6
CA-093,Siskiyou County,2006,5,68,105,4.3,63.7
CA-093,Siskiyou County,2006,6,77.2,114,5,72.2
CA-093,Siskiyou County,2006,7,86.3,115,4.8,81.5
CA-093,Siskiyou County,2006,8,82,72,1.2,80.8
CA-093,Siskiyou County,2006,9,77.5,102,3.6,73.9
CA-093,Siskiyou County,2006,10,64,92,2.2,61.8
CA-093,Siskiyou County,2006,11,46.5,43,-1.4,47.9
CA-093,Siskiyou County,2006,12,43,96,2.1,40.9
CA-093,Siskiyou County,2007,1,43.9,105,3.9,40
CA-093,Siskiyou County,2007,2,44.6,61,0.5,44.1
CA-093,Siskiyou County,2007,3,56.9,123,8.1,48.8
CA-093,Siskiyou County,2007,4,58.9,96,3.3,55.6
CA-093,Siskiyou County,2007,5,69.5,117,5.8,63.7
CA-093,Siskiyou County,2007,6,74.7,89,2.5,72.2
CA-093,Siskiyou County,2007,7,84.1,92,2.6,81.5
CA-093,Siskiyou County,2007,8,83,91,2.2,80.8
CA-093,Siskiyou County,2007,9,72.9,46,-1,73.9
CA-093,Siskiyou County,2007,10,57.1,13,-4.7,61.8
CA-093,Siskiyou County,2007,11,51.9,111,4,47.9
CA-093,Siskiyou County,2007,12,38.5,22,-2.4,40.9
CA-093,Siskiyou County,2008,1,37.5,21,-2.5,40
CA-093,Siskiyou County,2008,2,46.3,91,2.2,44.1
CA-093,Siskiyou County,2008,3,49,64,0.2,48.8
CA-093,Siskiyou County,2008,4,54.7,57,-0.9,55.6
CA-093,Siskiyou County,2008,5,65.9,84,2.2,63.7
CA-093,Siskiyou County,2008,6,75.2,97,3,72.2
CA-093,Siskiyou County,2008,7,83.7,84,2.2,81.5
CA-093,Siskiyou County,2008,8,83.2,95,2.4,80.8
CA-093,Siskiyou County,2008,9,80.2,120,6.3,73.9
CA-093,Siskiyou County,2008,10,64.3,95,2.5,61.8
CA-093,Siskiyou County,2008,11,52.2,113,4.3,47.9
CA-093,Siskiyou County,2008,12,41,61,0.1,40.9
CA-093,Siskiyou County,2009,1,47.1,123,7.1,40
CA-093,Siskiyou County,2009,2,44.7,68,0.6,44.1
CA-093,Siskiyou County,2009,3,48.8,62,0,48.8
CA-093,Siskiyou County,2009,4,57.9,81,2.3,55.6
CA-093,Siskiyou County,2009,5,69.4,115,5.7,63.7
CA-093,Siskiyou County,2009,6,72.7,71,0.5,72.2
CA-093,Siskiyou County,2009,7,86.4,116,4.9,81.5
CA-093,Siskiyou County,2009,8,82.8,88,2,80.8
CA-093,Siskiyou County,2009,9,79.8,117,5.9,73.9
CA-093,Siskiyou County,2009,10,59.5,31,-2.3,61.8
CA-093,Siskiyou County,2009,11,48.9,79,1,47.9
CA-093,Siskiyou County,2009,12,40,45,-0.9,40.9
CA-093,Siskiyou County,2010,1,43.3,100,3.3,40
CA-093,Siskiyou County,2010,2,46.2,86,2.1,44.1
CA-093,Siskiyou County,2010,3,50,76,1.2,48.8
CA-093,Siskiyou County,2010,4,50.9,13,-4.7,55.6
CA-093,Siskiyou County,2010,5,57.2,8,-6.5,63.7
CA-093,Siskiyou County,2010,6,70.9,40,-1.3,72.2
CA-093,Siskiyou County,2010,7,85.8,114,4.3,81.5
CA-093,Siskiyou County,2010,8,81.8,67,1,80.8
CA-093,Siskiyou County,2010,9,75.3,77,1.4,73.9
CA-093,Siskiyou County,2010,10,62.6,76,0.8,61.8
CA-093,Siskiyou County,2010,11,46.4,42,-1.5,47.9
CA-093,Siskiyou County,2010,12,41.1,63,0.2,40.9
CA-093,Siskiyou County,2011,1,46.3,122,6.3,40
CA-093,Siskiyou County,2011,2,44.1,56,0,44.1
CA-093,Siskiyou County,2011,3,44.7,17,-4.1,48.8
CA-093,Siskiyou County,2011,4,51,14,-4.6,55.6
CA-093,Siskiyou County,2011,5,58.3,15,-5.4,63.7
CA-093,Siskiyou County,2011,6,69.5,23,-2.7,72.2
CA-093,Siskiyou County,2011,7,79.1,27,-2.4,81.5
CA-093,Siskiyou County,2011,8,83.1,94,2.3,80.8
CA-093,Siskiyou County,2011,9,80.4,122,6.5,73.9
CA-093,Siskiyou County,2011,10,61.6,65,-0.2,61.8
CA-093,Siskiyou County,2011,11,47.7,66,-0.2,47.9
CA-093,Siskiyou County,2011,12,45.7,122,4.8,40.9
CA-093,Siskiyou County,2012,1,45.2,115,5.2,40
CA-093,Siskiyou County,2012,2,46.2,86,2.1,44.1
CA-093,Siskiyou County,2012,3,45.7,29,-3.1,48.8
CA-093,Siskiyou County,2012,4,56,65,0.4,55.6
CA-093,Siskiyou County,2012,5,67.2,99,3.5,63.7
CA-093,Siskiyou County,2012,6,70.6,35,-1.6,72.2
CA-093,Siskiyou County,2012,7,82.8,71,1.3,81.5
CA-093,Siskiyou County,2012,8,87.1,126,6.3,80.8
CA-093,Siskiyou County,2012,9,82.3,125,8.4,73.9
CA-093,Siskiyou County,2012,10,65.6,106,3.8,61.8
CA-093,Siskiyou County,2012,11,50.6,101,2.7,47.9
CA-093,Siskiyou County,2012,12,38.8,26,-2.1,40.9
CA-093,Siskiyou County,2013,1,42.5,92,2.5,40
CA-093,Siskiyou County,2013,2,48,107,3.9,44.1
CA-093,Siskiyou County,2013,3,55.1,117,6.3,48.8
CA-093,Siskiyou County,2013,4,59.7,103,4.1,55.6
CA-093,Siskiyou County,2013,5,67.4,101,3.7,63.7
CA-093,Siskiyou County,2013,6,76.7,110,4.5,72.2
CA-093,Siskiyou County,2013,7,88.8,126,7.3,81.5
CA-093,Siskiyou County,2013,8,82,72,1.2,80.8
CA-093,Siskiyou County,2013,9,72.4,37,-1.5,73.9
CA-093,Siskiyou County,2013,10,62.4,73,0.6,61.8
CA-093,Siskiyou County,2013,11,53.4,118,5.5,47.9
CA-093,Siskiyou County,2013,12,44.1,111,3.2,40.9
CA-093,Siskiyou County,2014,1,49.5,126,9.5,40
CA-093,Siskiyou County,2014,2,47.2,99,3.1,44.1
CA-093,Siskiyou County,2014,3,53.2,105,4.4,48.8
CA-093,Siskiyou County,2014,4,61.2,110,5.6,55.6
CA-093,Siskiyou County,2014,5,68.5,106,4.8,63.7
CA-093,Siskiyou County,2014,6,76.6,109,4.4,72.2
CA-093,Siskiyou County,2014,7,88.6,125,7.1,81.5
CA-093,Siskiyou County,2014,8,83.6,100,2.8,80.8
CA-093,Siskiyou County,2014,9,78,106,4.1,73.9
CA-093,Siskiyou County,2014,10,64.5,98,2.7,61.8
CA-093,Siskiyou County,2014,11,50.6,101,2.7,47.9
CA-093,Siskiyou County,2014,12,44.1,111,3.2,40.9
CA-093,Siskiyou County,2015,1,50.8,127,10.8,40
CA-093,Siskiyou County,2015,2,52.8,125,8.7,44.1
CA-093,Siskiyou County,2015,3,59.1,125,10.3,48.8
CA-093,Siskiyou County,2015,4,59.7,103,4.1,55.6
CA-093,Siskiyou County,2015,5,66.6,94,2.9,63.7
CA-093,Siskiyou County,2015,6,82.6,127,10.4,72.2
CA-093,Siskiyou County,2015,7,83,75,1.5,81.5
CA-093,Siskiyou County,2015,8,82.6,84,1.8,80.8
CA-093,Siskiyou County,2015,9,75.9,84,2,73.9
CA-093,Siskiyou County,2015,10,68.8,122,7,61.8
CA-093,Siskiyou County,2015,11,47.1,50,-0.8,47.9
CA-093,Siskiyou County,2015,12,38.7,25,-2.2,40.9
CA-093,Siskiyou County,2016,1,40.6,62,0.6,40
CA-093,Siskiyou County,2016,2,51.2,123,7.1,44.1
CA-093,Siskiyou County,2016,3,50.6,84,1.8,48.8
CA-093,Siskiyou County,2016,4,62.3,120,6.7,55.6
CA-093,Siskiyou County,2016,5,66.6,94,2.9,63.7
CA-093,Siskiyou County,2016,6,76.5,106,4.3,72.2
CA-093,Siskiyou County,2016,7,82.6,68,1.1,81.5
CA-093,Siskiyou County,2016,8,86.4,124,5.6,80.8
CA-093,Siskiyou County,2016,9,75.3,77,1.4,73.9
CA-093,Siskiyou County,2016,10,55.7,7,-6.1,61.8
CA-093,Siskiyou County,2016,11,50.5,98,2.6,47.9
CA-093,Siskiyou County,2016,12,39.6,39,-1.3,40.9
CA-093,Siskiyou County,2017,1,38.8,33,-1.2,40
CA-093,Siskiyou County,2017,2,43.6,50,-0.5,44.1
CA-093,Siskiyou County,2017,3,51.5,89,2.7,48.8
CA-093,Siskiyou County,2017,4,53,33,-2.6,55.6
CA-093,Siskiyou County,2017,5,69.3,114,5.6,63.7
CA-093,Siskiyou County,2017,6,76,103,3.8,72.2
CA-093,Siskiyou County,2017,7,87.3,122,5.8,81.5
CA-093,Siskiyou County,2017,8,87.1,126,6.3,80.8
CA-093,Siskiyou County,2017,9,74.3,65,0.4,73.9
CA-093,Siskiyou County,2017,10,63.6,87,1.8,61.8
CA-093,Siskiyou County,2017,11,47.2,55,-0.7,47.9
CA-093,Siskiyou County,2017,12,45.5,120,4.6,40.9
CA-093,Siskiyou County,2018,1,45.9,118,5.9,40
CA-093,Siskiyou County,2018,2,46.6,94,2.5,44.1
CA-093,Siskiyou County,2018,3,48.7,59,-0.1,48.8
CA-093,Siskiyou County,2018,4,56.5,71,0.9,55.6
CA-093,Siskiyou County,2018,5,69,110,5.3,63.7
CA-093,Siskiyou County,2018,6,76.3,105,4.1,72.2
CA-093,Siskiyou County,2018,7,87.4,123,5.9,81.5
CA-093,Siskiyou County,2018,8,84.3,109,3.5,80.8
CA-093,Siskiyou County,2018,9,76.3,90,2.4,73.9
CA-093,Siskiyou County,2018,10,64,92,2.2,61.8
CA-093,Siskiyou County,2018,11,53.3,117,5.4,47.9
CA-093,Siskiyou County,2018,12,41.6,71,0.7,40.9
CA-093,Siskiyou County,2019,1,46,120,6,40
CA-093,Siskiyou County,2019,2,36.9,2,-7.2,44.1
CA-093,Siskiyou County,2019,3,49.1,67,0.3,48.8
CA-093,Siskiyou County,2019,4,58.4,92,2.8,55.6
CA-093,Siskiyou County,2019,5,64.7,72,1,63.7
CA-093,Siskiyou County,2019,6,76.6,109,4.4,72.2
CA-093,Siskiyou County,2019,7,81.7,58,0.2,81.5
CA-093,Siskiyou County,2019,8,83.8,104,3,80.8
CA-093,Siskiyou County,2019,9,70.4,23,-3.5,73.9
CA-093,Siskiyou County,2019,10,60.2,39,-1.6,61.8
CA-093,Siskiyou County,2019,11,55.6,125,7.7,47.9
CA-093,Siskiyou County,2019,12,41.5,68,0.6,40.9
CA-093,Siskiyou County,2020,1,41.9,86,1.9,40
CA-093,Siskiyou County,2020,2,51.1,122,7,44.1
CA-093,Siskiyou County,2020,3,49.6,72,0.8,48.8
CA-093,Siskiyou County,2020,4,61.7,117,6.1,55.6
CA-093,Siskiyou County,2020,5,65.8,81,2.1,63.7
CA-093,Siskiyou County,2020,6,73.7,80,1.5,72.2
CA-093,Siskiyou County,2020,7,84.9,104,3.4,81.5
CA-093,Siskiyou County,2020,8,85.5,121,4.7,80.8
CA-093,Siskiyou County,2020,9,80.2,120,6.3,73.9
CA-093,Siskiyou County,2020,10,69.9,124,8.1,61.8
CA-093,Siskiyou County,2020,11,49.3,85,1.4,47.9
CA-093,Siskiyou County,2020,12,43.6,107,2.7,40.9
CA-093,Siskiyou County,2021,1,42.4,90,2.4,40
CA-093,Siskiyou County,2021,2,45,72,0.9,44.1
CA-093,Siskiyou County,2021,3,50.5,83,1.7,48.8
CA-093,Siskiyou County,2021,4,63.4,124,7.8,55.6
CA-093,Siskiyou County,2021,5,69.3,114,5.6,63.7
CA-093,Siskiyou County,2021,6,81.1,125,8.9,72.2
CA-093,Siskiyou County,2021,7,89.5,127,8,81.5
CA-093,Siskiyou County,2021,8,84,106,3.2,80.8
CA-095,Solano County,1895,1,52.6,33,-1.2,53.8
CA-095,Solano County,1895,2,61.7,92,2,59.7
CA-095,Solano County,1895,3,63,41,-1.3,64.3
CA-095,Solano County,1895,4,70.2,68,0.1,70.1
CA-095,Solano County,1895,5,76.1,49,-0.6,76.7
CA-095,Solano County,1895,6,85.6,82,1.6,84
CA-095,Solano County,1895,7,85,3,-3.8,88.8
CA-095,Solano County,1895,8,86,16,-2,88
CA-095,Solano County,1895,9,79.7,5,-5.1,84.8
CA-095,Solano County,1895,10,75.9,55,-0.6,76.5
CA-095,Solano County,1895,11,66.2,87,1.8,64.4
CA-095,Solano County,1895,12,52.8,26,-2,54.8
CA-095,Solano County,1896,1,57,106,3.2,53.8
CA-095,Solano County,1896,2,65,120,5.3,59.7
CA-095,Solano County,1896,3,65.2,73,0.9,64.3
CA-095,Solano County,1896,4,64.3,6,-5.8,70.1
CA-095,Solano County,1896,5,73.3,21,-3.4,76.7
CA-095,Solano County,1896,6,85.2,69,1.2,84
CA-095,Solano County,1896,7,90,91,1.2,88.8
CA-095,Solano County,1896,8,86.7,30,-1.3,88
CA-095,Solano County,1896,9,81.1,11,-3.7,84.8
CA-095,Solano County,1896,10,77.3,73,0.8,76.5
CA-095,Solano County,1896,11,62.6,34,-1.8,64.4
CA-095,Solano County,1896,12,57.9,103,3.1,54.8
CA-095,Solano County,1897,1,52.2,31,-1.6,53.8
CA-095,Solano County,1897,2,56.5,13,-3.2,59.7
CA-095,Solano County,1897,3,58,1,-6.3,64.3
CA-095,Solano County,1897,4,73.4,100,3.3,70.1
CA-095,Solano County,1897,5,79.9,102,3.2,76.7
CA-095,Solano County,1897,6,83.6,45,-0.4,84
CA-095,Solano County,1897,7,90.4,102,1.6,88.8
CA-095,Solano County,1897,8,87.2,41,-0.8,88
CA-095,Solano County,1897,9,82,19,-2.8,84.8
CA-095,Solano County,1897,10,71.7,7,-4.8,76.5
CA-095,Solano County,1897,11,60.9,18,-3.5,64.4
CA-095,Solano County,1897,12,55.2,61,0.4,54.8
CA-095,Solano County,1898,1,51.3,22,-2.5,53.8
CA-095,Solano County,1898,2,60.8,78,1.1,59.7
CA-095,Solano County,1898,3,63.2,43,-1.1,64.3
CA-095,Solano County,1898,4,74.3,111,4.2,70.1
CA-095,Solano County,1898,5,72.5,16,-4.2,76.7
CA-095,Solano County,1898,6,85.6,82,1.6,84
CA-095,Solano County,1898,7,90.2,98,1.4,88.8
CA-095,Solano County,1898,8,88.3,75,0.3,88
CA-095,Solano County,1898,9,82.4,23,-2.4,84.8
CA-095,Solano County,1898,10,75.5,48,-1,76.5
CA-095,Solano County,1898,11,64.6,64,0.2,64.4
CA-095,Solano County,1898,12,54.3,49,-0.5,54.8
CA-095,Solano County,1899,1,57.1,107,3.3,53.8
CA-095,Solano County,1899,2,61.8,98,2.1,59.7
CA-095,Solano County,1899,3,62.5,33,-1.8,64.3
CA-095,Solano County,1899,4,70.6,72,0.5,70.1
CA-095,Solano County,1899,5,73,20,-3.7,76.7
CA-095,Solano County,1899,6,85.2,69,1.2,84
CA-095,Solano County,1899,7,88,36,-0.8,88.8
CA-095,Solano County,1899,8,83.2,4,-4.8,88
CA-095,Solano County,1899,9,86.7,93,1.9,84.8
CA-095,Solano County,1899,10,71.5,6,-5,76.5
CA-095,Solano County,1899,11,62.4,33,-2,64.4
CA-095,Solano County,1899,12,52.4,21,-2.4,54.8
CA-095,Solano County,1900,1,53.5,47,-0.3,53.8
CA-095,Solano County,1900,2,61,82,1.3,59.7
CA-095,Solano County,1900,3,67.2,99,2.9,64.3
CA-095,Solano County,1900,4,67.2,22,-2.9,70.1
CA-095,Solano County,1900,5,78.2,79,1.5,76.7
CA-095,Solano County,1900,6,84.5,55,0.5,84
CA-095,Solano County,1900,7,89.6,80,0.8,88.8
CA-095,Solano County,1900,8,85.7,13,-2.3,88
CA-095,Solano County,1900,9,82.2,21,-2.6,84.8
CA-095,Solano County,1900,10,72.7,12,-3.8,76.5
CA-095,Solano County,1900,11,64.8,70,0.4,64.4
CA-095,Solano County,1900,12,54.2,47,-0.6,54.8
CA-095,Solano County,1901,1,52.8,39,-1,53.8
CA-095,Solano County,1901,2,59.1,48,-0.6,59.7
CA-095,Solano County,1901,3,66.8,94,2.5,64.3
CA-095,Solano County,1901,4,68.4,35,-1.7,70.1
CA-095,Solano County,1901,5,74.9,34,-1.8,76.7
CA-095,Solano County,1901,6,85.3,72,1.3,84
CA-095,Solano County,1901,7,87.6,31,-1.2,88.8
CA-095,Solano County,1901,8,86.4,21,-1.6,88
CA-095,Solano County,1901,9,81.1,11,-3.7,84.8
CA-095,Solano County,1901,10,79.5,102,3,76.5
CA-095,Solano County,1901,11,66.5,92,2.1,64.4
CA-095,Solano County,1901,12,58.2,110,3.4,54.8
CA-095,Solano County,1902,1,51,18,-2.8,53.8
CA-095,Solano County,1902,2,57.9,25,-1.8,59.7
CA-095,Solano County,1902,3,61.4,28,-2.9,64.3
CA-095,Solano County,1902,4,66.8,17,-3.3,70.1
CA-095,Solano County,1902,5,72.4,15,-4.3,76.7
CA-095,Solano County,1902,6,86.6,99,2.6,84
CA-095,Solano County,1902,7,90,91,1.2,88.8
CA-095,Solano County,1902,8,87.5,48,-0.5,88
CA-095,Solano County,1902,9,86.5,91,1.7,84.8
CA-095,Solano County,1902,10,74.5,33,-2,76.5
CA-095,Solano County,1902,11,61.2,21,-3.2,64.4
CA-095,Solano County,1902,12,55.2,61,0.4,54.8
CA-095,Solano County,1903,1,51.1,21,-2.7,53.8
CA-095,Solano County,1903,2,55.6,8,-4.1,59.7
CA-095,Solano County,1903,3,60.2,9,-4.1,64.3
CA-095,Solano County,1903,4,67.7,26,-2.4,70.1
CA-095,Solano County,1903,5,78.5,81,1.8,76.7
CA-095,Solano County,1903,6,86.3,91,2.3,84
CA-095,Solano County,1903,7,85.7,8,-3.1,88.8
CA-095,Solano County,1903,8,88,61,0,88
CA-095,Solano County,1903,9,85.8,75,1,84.8
CA-095,Solano County,1903,10,80.5,113,4,76.5
CA-095,Solano County,1903,11,62.6,34,-1.8,64.4
CA-095,Solano County,1903,12,56.3,85,1.5,54.8
CA-095,Solano County,1904,1,54.7,70,0.9,53.8
CA-095,Solano County,1904,2,56,10,-3.7,59.7
CA-095,Solano County,1904,3,58.2,2,-6.1,64.3
CA-095,Solano County,1904,4,68.1,31,-2,70.1
CA-095,Solano County,1904,5,81.4,119,4.7,76.7
CA-095,Solano County,1904,6,86,88,2,84
CA-095,Solano County,1904,7,85.7,8,-3.1,88.8
CA-095,Solano County,1904,8,86.2,18,-1.8,88
CA-095,Solano County,1904,9,85.3,59,0.5,84.8
CA-095,Solano County,1904,10,74,25,-2.5,76.5
CA-095,Solano County,1904,11,66,84,1.6,64.4
CA-095,Solano County,1904,12,54.3,49,-0.5,54.8
CA-095,Solano County,1905,1,55,77,1.2,53.8
CA-095,Solano County,1905,2,61.4,88,1.7,59.7
CA-095,Solano County,1905,3,65.6,80,1.3,64.3
CA-095,Solano County,1905,4,69.7,56,-0.4,70.1
CA-095,Solano County,1905,5,71.5,5,-5.2,76.7
CA-095,Solano County,1905,6,80.9,19,-3.1,84
CA-095,Solano County,1905,7,88.2,42,-0.6,88.8
CA-095,Solano County,1905,8,87.3,42,-0.7,88
CA-095,Solano County,1905,9,84.2,42,-0.6,84.8
CA-095,Solano County,1905,10,78.1,87,1.6,76.5
CA-095,Solano County,1905,11,65.8,83,1.4,64.4
CA-095,Solano County,1905,12,55.3,66,0.5,54.8
CA-095,Solano County,1906,1,56.4,99,2.6,53.8
CA-095,Solano County,1906,2,61.8,98,2.1,59.7
CA-095,Solano County,1906,3,60.6,17,-3.7,64.3
CA-095,Solano County,1906,4,69,45,-1.1,70.1
CA-095,Solano County,1906,5,71.6,6,-5.1,76.7
CA-095,Solano County,1906,6,79.7,11,-4.3,84
CA-095,Solano County,1906,7,92.2,115,3.4,88.8
CA-095,Solano County,1906,8,87.8,56,-0.2,88
CA-095,Solano County,1906,9,85.6,71,0.8,84.8
CA-095,Solano County,1906,10,79.9,107,3.4,76.5
CA-095,Solano County,1906,11,64.7,66,0.3,64.4
CA-095,Solano County,1906,12,54.2,47,-0.6,54.8
CA-095,Solano County,1907,1,51.8,25,-2,53.8
CA-095,Solano County,1907,2,61.8,98,2.1,59.7
CA-095,Solano County,1907,3,58.6,4,-5.7,64.3
CA-095,Solano County,1907,4,69.7,56,-0.4,70.1
CA-095,Solano County,1907,5,74.4,29,-2.3,76.7
CA-095,Solano County,1907,6,78.7,4,-5.3,84
CA-095,Solano County,1907,7,84.5,2,-4.3,88.8
CA-095,Solano County,1907,8,84.4,6,-3.6,88
CA-095,Solano County,1907,9,80.1,8,-4.7,84.8
CA-095,Solano County,1907,10,75.3,42,-1.2,76.5
CA-095,Solano County,1907,11,69,116,4.6,64.4
CA-095,Solano County,1907,12,55.8,75,1,54.8
CA-095,Solano County,1908,1,54.1,59,0.3,53.8
CA-095,Solano County,1908,2,57.3,18,-2.4,59.7
CA-095,Solano County,1908,3,66.3,87,2,64.3
CA-095,Solano County,1908,4,72.7,91,2.6,70.1
CA-095,Solano County,1908,5,73.8,27,-2.9,76.7
CA-095,Solano County,1908,6,82.4,34,-1.6,84
CA-095,Solano County,1908,7,91.8,113,3,88.8
CA-095,Solano County,1908,8,86.7,30,-1.3,88
CA-095,Solano County,1908,9,85.6,71,0.8,84.8
CA-095,Solano County,1908,10,74,25,-2.5,76.5
CA-095,Solano County,1908,11,66.3,88,1.9,64.4
CA-095,Solano County,1908,12,50.4,8,-4.4,54.8
CA-095,Solano County,1909,1,54.5,67,0.7,53.8
CA-095,Solano County,1909,2,56.6,15,-3.1,59.7
CA-095,Solano County,1909,3,60.4,12,-3.9,64.3
CA-095,Solano County,1909,4,72.1,86,2,70.1
CA-095,Solano County,1909,5,75.6,39,-1.1,76.7
CA-095,Solano County,1909,6,82.4,34,-1.6,84
CA-095,Solano County,1909,7,87.2,24,-1.6,88.8
CA-095,Solano County,1909,8,87,36,-1,88
CA-095,Solano County,1909,9,83.5,34,-1.3,84.8
CA-095,Solano County,1909,10,73,15,-3.5,76.5
CA-095,Solano County,1909,11,62.1,29,-2.3,64.4
CA-095,Solano County,1909,12,52.2,18,-2.6,54.8
CA-095,Solano County,1910,1,49.6,7,-4.2,53.8
CA-095,Solano County,1910,2,55.9,9,-3.8,59.7
CA-095,Solano County,1910,3,66.6,93,2.3,64.3
CA-095,Solano County,1910,4,71.7,83,1.6,70.1
CA-095,Solano County,1910,5,80.3,110,3.6,76.7
CA-095,Solano County,1910,6,81.3,21,-2.7,84
CA-095,Solano County,1910,7,87.7,32,-1.1,88.8
CA-095,Solano County,1910,8,88,61,0,88
CA-095,Solano County,1910,9,81.1,11,-3.7,84.8
CA-095,Solano County,1910,10,78,86,1.5,76.5
CA-095,Solano County,1910,11,64.7,66,0.3,64.4
CA-095,Solano County,1910,12,58,108,3.2,54.8
CA-095,Solano County,1911,1,54.7,70,0.9,53.8
CA-095,Solano County,1911,2,55.4,5,-4.3,59.7
CA-095,Solano County,1911,3,64.2,59,-0.1,64.3
CA-095,Solano County,1911,4,65.6,10,-4.5,70.1
CA-095,Solano County,1911,5,71.8,8,-4.9,76.7
CA-095,Solano County,1911,6,80.4,14,-3.6,84
CA-095,Solano County,1911,7,88,36,-0.8,88.8
CA-095,Solano County,1911,8,83,3,-5,88
CA-095,Solano County,1911,9,78.6,2,-6.2,84.8
CA-095,Solano County,1911,10,75.4,44,-1.1,76.5
CA-095,Solano County,1911,11,67.8,106,3.4,64.4
CA-095,Solano County,1911,12,56.8,91,2,54.8
CA-095,Solano County,1912,1,55.1,78,1.3,53.8
CA-095,Solano County,1912,2,63.4,115,3.7,59.7
CA-095,Solano County,1912,3,60.5,16,-3.8,64.3
CA-095,Solano County,1912,4,64.1,5,-6,70.1
CA-095,Solano County,1912,5,75.8,41,-0.9,76.7
CA-095,Solano County,1912,6,82.7,37,-1.3,84
CA-095,Solano County,1912,7,86,10,-2.8,88.8
CA-095,Solano County,1912,8,87.1,38,-0.9,88
CA-095,Solano County,1912,9,83.2,32,-1.6,84.8
CA-095,Solano County,1912,10,74.2,28,-2.3,76.5
CA-095,Solano County,1912,11,63.3,47,-1.1,64.4
CA-095,Solano County,1912,12,56.9,92,2.1,54.8
CA-095,Solano County,1913,1,53.2,41,-0.6,53.8
CA-095,Solano County,1913,2,62,101,2.3,59.7
CA-095,Solano County,1913,3,65.1,72,0.8,64.3
CA-095,Solano County,1913,4,69.3,49,-0.8,70.1
CA-095,Solano County,1913,5,78.2,79,1.5,76.7
CA-095,Solano County,1913,6,80.6,16,-3.4,84
CA-095,Solano County,1913,7,89.8,84,1,88.8
CA-095,Solano County,1913,8,91,117,3,88
CA-095,Solano County,1913,9,88.2,113,3.4,84.8
CA-095,Solano County,1913,10,80.2,111,3.7,76.5
CA-095,Solano County,1913,11,61.4,24,-3,64.4
CA-095,Solano County,1913,12,54.3,49,-0.5,54.8
CA-095,Solano County,1914,1,54.7,70,0.9,53.8
CA-095,Solano County,1914,2,60.5,70,0.8,59.7
CA-095,Solano County,1914,3,70,118,5.7,64.3
CA-095,Solano County,1914,4,69.9,62,-0.2,70.1
