,YEAR,COUNTY,EVENT_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM
12219,2012,Siskiyou,Heavy Snow,0,0,0
12220,2012,Inyo,High Wind,0,0,5000
12222,2012,Shasta,Heavy Rain,0,0,50000
12223,2012,San Bernardino,High Wind,0,0,0
12224,2012,Riverside,High Wind,0,0,0
12225,2012,Tuolumne,Thunderstorm Wind,0,0,1000000
12226,2012,San Diego,High Wind,0,0,0
12227,2012,Los Angeles,High Wind,0,0,0
12229,2012,Santa Cruz,Strong Wind,0,0,2000
12230,2012,San Diego,Heavy Rain,0,0,0
12231,2012,Sierra,Flood,0,0,1000
12232,2012,Tuolumne,Flood,0,0,5000
12233,2012,Tuolumne,Flood,0,0,3000
12235,2012,San Bernardino,High Wind,0,0,0
12237,2012,San Bernardino,High Wind,0,0,1000
12238,2012,Riverside,Heavy Rain,0,0,0
12239,2012,Mono,Heavy Rain,0,0,0
12240,2012,San Bernardino,High Wind,0,0,0
12241,2012,Sierra,Heavy Rain,0,0,0
12242,2012,Tuolumne,Tornado,0,0,0
12243,2012,Los Angeles,Winter Storm,0,0,0
12244,2012,Ventura,Winter Storm,0,0,0
12245,2012,San Bernardino,Winter Storm,0,0,0
12246,2012,San Bernardino,High Wind,0,0,500
12247,2012,Los Angeles,Heavy Rain,1,0,5000
12252,2012,Sierra,Strong Wind,0,0,25000
12253,2012,Modoc,High Wind,0,0,0
12254,2012,Placer,Winter Weather,0,0,0
12255,2012,Sonoma,Strong Wind,0,0,25000
12256,2012,Sonoma,Strong Wind,0,0,40000
12257,2012,Sonoma,Strong Wind,0,0,2000
12258,2012,San Bernardino,Heavy Rain,0,0,30000
12259,2012,Siskiyou,Heavy Rain,0,5,50000
12260,2012,Sonoma,Landslide,0,0,2000
12261,2012,Sonoma,Strong Wind,0,0,2000
12262,2012,Santa Cruz,Strong Wind,0,0,15000
12263,2012,Santa Cruz,Landslide,0,0,30000
12264,2012,Los Angeles,Heavy Rain,1,0,5000
12265,2012,Sonoma,Strong Wind,0,0,20000
12266,2012,Los Angeles,Heavy Rain,0,0,3500
12267,2012,Santa Clara,Strong Wind,1,4,12500
12268,2012,Sonoma,Strong Wind,0,0,12500
12269,2012,Santa Cruz,Strong Wind,0,0,70000
12270,2012,Sierra,Heavy Snow,0,0,0
12271,2012,Placer,Heavy Snow,0,0,0
12272,2012,Sonoma,Strong Wind,0,0,400000
12273,2012,Los Angeles,Heavy Rain,1,3,15000
12274,2012,Mono,Heavy Snow,0,0,0
12275,2012,Inyo,Heavy Snow,0,0,0
12276,2012,Santa Clara,Strong Wind,0,0,2000
12278,2012,Los Angeles,Heavy Rain,0,0,200000
12279,2012,Tehama,Debris Flow,0,0,0
12280,2012,Los Angeles,Flood,0,0,15000
12281,2012,Tehama,Debris Flow,0,0,0
12282,2012,Trinity,Tornado,0,0,0
12283,2012,Riverside,High Wind,0,0,0
12284,2012,Sierra,Debris Flow,0,0,0
12285,2012,San Diego,High Wind,0,0,0
12286,2012,Inyo,High Wind,0,0,0
12289,2012,Sierra,Heavy Snow,0,0,0
12290,2012,Riverside,High Wind,0,0,0
12291,2012,San Diego,High Wind,0,0,0
12292,2012,San Bernardino,Wildfire,0,0,4000
12293,2012,Los Angeles,High Wind,0,0,0
12294,2012,Los Angeles,High Wind,0,0,0
12296,2012,San Bernardino,High Wind,0,0,0
12297,2012,San Diego,High Wind,0,0,0
12298,2012,Ventura,High Wind,0,0,0
12299,2012,Los Angeles,High Wind,0,0,0
12300,2012,Inyo,High Wind,0,0,0
12301,2012,San Diego,Tornado,0,0,0
12302,2012,Yuba,Tornado,0,0,0
12303,2012,Lake,Tornado,0,0,0
12304,2012,Lake,Tornado,0,0,0
12305,2012,Del Norte,Tornado,0,0,0
12306,2012,San Bernardino,High Wind,0,0,0
12311,2012,San Diego,Dense Fog,0,0,0
12317,2012,San Diego,Dense Fog,0,0,0
12320,2012,Humboldt,Flash Flood,0,0,5000
12321,2012,Sierra,High Wind,0,0,0
12322,2012,Modoc,High Wind,0,0,0
12323,2012,Riverside,High Wind,0,0,0
12324,2012,Siskiyou,High Wind,0,0,0
12325,2012,Tuolumne,Flood,0,0,0
12326,2012,Santa Barbara,Flood,0,0,0
12327,2012,Yuba,Winter Weather,0,0,0
12328,2012,Los Angeles,Heavy Rain,0,0,0
12337,2012,Siskiyou,High Wind,0,0,0
12339,2012,San Bernardino,Wildfire,0,0,0
12340,2012,San Bernardino,Wildfire,0,0,0
12343,2012,Siskiyou,Frost/Freeze,0,0,0
12344,2012,Inyo,High Wind,0,0,0
12345,2012,Riverside,High Wind,0,0,0
12346,2012,San Bernardino,High Wind,0,0,0
12347,2012,Sierra,Dust Devil,0,0,50000
12348,2012,Inyo,High Wind,0,0,0
12349,2012,Riverside,Heat,1,0,0
12350,2012,San Bernardino,Dust Storm,0,0,5000
12351,2012,Riverside,High Wind,0,0,0
12352,2012,Inyo,High Wind,0,0,25000
12353,2012,Mono,Strong Wind,0,0,5000
12354,2012,Trinity,Funnel Cloud,0,0,0
12355,2012,Placer,Strong Wind,0,0,20000
12357,2012,Santa Barbara,Thunderstorm Wind,0,0,0
12359,2012,Riverside,High Wind,0,0,0
12360,2012,Sierra,Dust Devil,0,0,100
12361,2012,Santa Barbara,Hail,0,0,0
12365,2012,Riverside,Heavy Snow,0,0,0
12366,2012,Los Angeles,High Wind,0,0,0
12367,2012,Inyo,High Wind,0,0,0
12368,2012,Los Angeles,High Wind,0,0,0
12369,2012,Ventura,High Wind,0,0,0
12371,2012,Modoc,Frost/Freeze,0,0,0
12372,2012,Siskiyou,Frost/Freeze,0,0,0
12373,2012,Modoc,Frost/Freeze,0,0,0
12374,2012,Siskiyou,Frost/Freeze,0,0,0
12375,2012,Riverside,High Wind,0,0,0
12376,2012,Siskiyou,Frost/Freeze,0,0,0
12377,2012,Modoc,Frost/Freeze,0,0,0
12378,2012,Los Angeles,High Wind,0,0,0
12379,2012,Ventura,High Wind,0,0,0
12382,2012,San Diego,Wildfire,0,0,400000
12383,2012,Santa Barbara,High Wind,0,0,0
12384,2012,Inyo,High Wind,0,0,5000
12385,2012,Riverside,High Wind,0,0,0
12391,2012,Santa Barbara,Funnel Cloud,0,0,0
12392,2012,Inyo,High Wind,0,0,0
12393,2012,San Diego,Wildfire,0,0,0
12394,2012,Los Angeles,High Wind,0,0,0
12395,2012,Riverside,High Wind,0,0,0
12396,2012,Santa Barbara,High Wind,0,0,0
12400,2012,Sierra,High Wind,0,0,0
12401,2012,Modoc,High Wind,0,0,0
12402,2012,Shasta,High Wind,0,0,0
12403,2012,Shasta,Flood,0,0,250000
12404,2012,Modoc,High Wind,0,0,0
12405,2012,Modoc,High Wind,0,0,0
12408,2012,Yolo,Heavy Rain,0,0,0
12409,2012,San Diego,High Surf,0,0,0
12411,2012,Yuba,Winter Weather,0,0,0
12412,2012,Tehama,Winter Weather,0,0,0
12413,2012,Siskiyou,High Wind,0,0,0
12414,2012,Tuolumne,Flood,0,0,35000
12415,2012,Mendocino,Heavy Rain,0,0,0
12416,2012,San Diego,Flood,0,0,25000
12417,2012,San Diego,Heavy Rain,0,0,0
12418,2012,San Diego,Heavy Rain,0,0,0
12419,2012,Santa Barbara,Flood,0,0,25000
12420,2012,San Diego,Flood,0,0,25000
12422,2012,Tuolumne,Flood,0,0,0
12423,2012,San Diego,Heavy Rain,0,0,0
12424,2012,Tuolumne,Heavy Rain,0,0,0
12425,2012,Mono,High Wind,0,0,0
12426,2012,Sonoma,Strong Wind,0,0,15000
12427,2012,Sonoma,Strong Wind,0,0,15000
12428,2012,Sonoma,High Wind,0,0,4000
12430,2012,Yolo,Debris Flow,0,0,0
12432,2012,San Francisco,Strong Wind,0,0,15000
12433,2012,Los Angeles,Debris Flow,0,0,100000
12434,2012,Los Angeles,Flash Flood,0,0,5000
12437,2012,Shasta,Flood,0,0,500
12438,2012,Sonoma,Strong Wind,0,0,10000
12440,2012,Yuba,Flood,0,0,0
12442,2012,Los Angeles,Flood,0,0,50000
12443,2012,Los Angeles,Flood,0,0,15000
12446,2012,Los Angeles,Flood,0,0,500
12447,2012,Los Angeles,Flood,0,0,500
12449,2012,Los Angeles,Flood,0,0,100
12452,2012,Sonoma,Strong Wind,0,0,10000
12453,2012,Sonoma,Strong Wind,0,0,30000
12454,2012,Sonoma,Strong Wind,0,0,50000
12458,2012,Los Angeles,Heavy Rain,0,0,0
12459,2012,Sonoma,Strong Wind,0,0,100
12460,2012,Santa Cruz,High Wind,0,0,0
12461,2012,Sonoma,Strong Wind,0,0,50000
12462,2012,Mono,Winter Weather,0,0,0
12463,2012,Placer,Winter Weather,0,0,0
12464,2012,Modoc,High Wind,0,0,0
12465,2012,Santa Cruz,High Wind,0,0,0
12466,2012,Santa Clara,Strong Wind,0,0,500
12467,2012,Santa Clara,High Wind,0,0,0
12468,2012,Santa Cruz,High Wind,0,0,1000
12469,2012,Monterey,Strong Wind,0,0,500
12470,2012,Sonoma,Strong Wind,0,0,1000
12471,2012,Tehama,Winter Weather,0,0,0
12472,2012,Yuba,Winter Weather,0,0,0
12473,2012,Monterey,High Wind,0,0,0
12474,2012,Siskiyou,High Wind,0,0,0
12475,2012,Siskiyou,Heavy Snow,0,0,0
12476,2012,Siskiyou,Heavy Snow,0,0,0
12484,2012,Sonoma,High Wind,0,0,0
12485,2012,Santa Cruz,High Wind,0,0,0
12486,2012,Inyo,High Wind,0,0,0
12487,2012,San Bernardino,Flood,0,0,500
12488,2012,Ventura,Heavy Rain,0,0,0
12489,2012,Santa Cruz,Strong Wind,0,0,1000
12491,2012,San Diego,Heavy Rain,0,0,0
12492,2012,Los Angeles,Flood,0,0,0
12493,2012,Ventura,Flash Flood,0,0,500
12494,2012,San Diego,Heavy Rain,0,0,0
12495,2012,Los Angeles,Flood,1,0,0
12496,2012,Ventura,Flash Flood,0,0,500
12497,2012,Santa Cruz,Strong Wind,0,0,1000
12498,2012,Santa Clara,Strong Wind,0,0,1000
12501,2012,San Bernardino,Heavy Rain,0,0,0
12502,2012,Ventura,Heavy Rain,0,0,0
12503,2012,Ventura,Heavy Rain,0,0,0
12504,2012,Santa Cruz,Strong Wind,0,0,1000
12505,2012,San Bernardino,Heavy Rain,0,0,0
12507,2012,San Francisco,Strong Wind,0,0,5000
12508,2012,Ventura,Heavy Rain,0,0,0
12509,2012,Los Angeles,Heavy Rain,0,0,0
12510,2012,Modoc,Heavy Rain,0,0,0
12511,2012,San Diego,High Surf,0,0,0
12513,2012,San Bernardino,Heavy Rain,0,0,0
12514,2012,Modoc,Heavy Rain,0,0,0
12517,2012,Sierra,Thunderstorm Wind,0,0,0
12518,2012,Sierra,Flash Flood,0,0,10000
12520,2012,San Bernardino,High Wind,0,0,0
12521,2012,Riverside,High Wind,0,0,0
12522,2012,San Bernardino,Wildfire,0,0,0
12523,2012,San Diego,Wildfire,0,0,400000
12524,2012,San Bernardino,Wildfire,0,0,0
12527,2012,Placer,High Wind,0,0,0
12528,2012,Mono,High Wind,0,0,0
12529,2012,Sierra,Winter Weather,0,0,0
12530,2012,Placer,Heavy Snow,0,0,0
12533,2012,Inyo,High Wind,0,0,0
12534,2012,Siskiyou,High Wind,0,0,0
12537,2012,Sierra,Flash Flood,0,0,10000
12538,2012,Riverside,Flash Flood,0,0,2000000
12539,2012,Riverside,Flash Flood,0,0,150000
12540,2012,Sierra,Thunderstorm Wind,0,0,0
12541,2012,Sierra,Hail,0,0,0
12543,2012,Sierra,Lightning,0,2,0
12544,2012,Sierra,Flash Flood,0,0,20000
12545,2012,San Diego,Heat,0,11,0
12546,2012,San Diego,Heat,0,1,0
12548,2012,San Diego,Wildfire,1,0,3670000
12549,2012,Sierra,Flash Flood,0,0,2000
12550,2012,Sierra,Flash Flood,0,0,10000
12551,2012,Sierra,Flash Flood,0,0,2000
12552,2012,Sierra,Flash Flood,0,0,1000
12553,2012,Sierra,Flash Flood,0,0,2000
12554,2012,Mono,Flood,0,0,0
12556,2012,Riverside,Flash Flood,0,0,0
12559,2012,Yuba,Winter Storm,0,0,0
12560,2012,Siskiyou,Heavy Snow,0,0,0
12566,2012,Tehama,Winter Storm,0,0,0
12567,2012,Siskiyou,Heavy Snow,0,0,0
12568,2012,San Bernardino,High Wind,0,0,0
12570,2012,San Bernardino,High Wind,0,0,0
12571,2012,Riverside,High Wind,0,0,0
12572,2012,San Bernardino,Wildfire,0,0,0
12573,2012,San Bernardino,Wildfire,0,0,0
12576,2012,Siskiyou,Heavy Snow,0,0,0
12577,2012,Siskiyou,Heavy Snow,0,0,0
12578,2012,Siskiyou,Heavy Snow,0,0,0
12579,2012,San Diego,High Surf,0,0,0
12580,2012,Inyo,High Wind,0,0,0
12581,2012,Modoc,Heavy Snow,0,0,0
12582,2012,Inyo,High Wind,0,0,0
12587,2012,Riverside,High Wind,0,0,0
12588,2012,Riverside,Thunderstorm Wind,0,0,10000
12590,2012,Tuolumne,Hail,0,0,0
12593,2012,Trinity,Hail,0,0,0
12594,2012,Trinity,Funnel Cloud,0,0,0
12595,2012,Trinity,Hail,0,0,0
12597,2012,Riverside,Flash Flood,0,0,0
12598,2012,Riverside,Heavy Rain,0,0,0
12600,2012,Sierra,Flash Flood,0,0,0
12602,2012,San Bernardino,Wildfire,0,0,0
12603,2012,Modoc,Wildfire,0,0,0
12604,2012,Mono,Flood,0,0,0
12605,2012,Sierra,Flash Flood,0,0,50000
12606,2012,Sierra,Flash Flood,0,0,2000
12607,2012,Mono,Flood,0,0,0
12608,2012,Sierra,Flash Flood,0,0,10000
12609,2012,Sierra,Flash Flood,0,0,1000
12610,2012,Sierra,Flash Flood,0,0,2000
12611,2012,Mono,Flood,0,0,0
12612,2012,Sierra,Flash Flood,0,0,10000
12616,2012,Sierra,Flash Flood,0,0,2000
12617,2012,Sierra,Debris Flow,0,0,0
12618,2012,Sierra,Flash Flood,0,0,0
12619,2012,Riverside,Thunderstorm Wind,0,0,2000000
12620,2012,Riverside,Funnel Cloud,0,0,0
12621,2012,Sierra,Thunderstorm Wind,0,0,25000
12622,2012,Sierra,Flash Flood,0,0,1000
12624,2012,San Diego,Wildfire,0,0,0
12633,2012,Riverside,Wildfire,0,1,1000000
12635,2012,San Diego,Hail,0,0,0
12636,2012,Mono,Flash Flood,0,0,0
12637,2012,Sierra,Flash Flood,0,0,10000
12639,2012,Sierra,Thunderstorm Wind,0,0,0
12640,2012,Sierra,Flash Flood,0,0,5000
12641,2012,Riverside,Tornado,0,0,0
12642,2012,Riverside,Flood,0,0,0
12643,2012,Riverside,Thunderstorm Wind,0,0,500
12644,2012,Mono,Thunderstorm Wind,0,0,6000
12645,2012,San Luis Obispo,Flash Flood,0,0,0
12646,2012,Riverside,High Wind,0,0,0
12647,2012,Riverside,Dust Storm,0,0,0
12648,2012,San Diego,High Wind,0,0,0
12650,2012,Riverside,Flood,0,0,0
12651,2012,Mono,Flood,0,0,9000
12652,2012,Sierra,Flash Flood,0,0,0
12653,2012,Mono,Heavy Rain,0,0,0
12654,2012,Sierra,Flash Flood,0,0,0
12655,2012,Mono,Flash Flood,0,0,0
12656,2012,Mono,Flood,0,0,0
12657,2012,San Luis Obispo,Flash Flood,0,0,0
12658,2012,San Bernardino,Wildfire,0,1,0
12659,2012,Modoc,Frost/Freeze,0,0,0
12661,2012,Modoc,Wildfire,0,0,0
12663,2012,Mono,Flash Flood,0,0,0
12664,2012,Riverside,Flash Flood,0,0,150000
12665,2012,Sierra,Flood,0,0,0
12666,2012,Riverside,Thunderstorm Wind,0,0,0
12667,2012,Mono,Flash Flood,0,0,0
12668,2012,Riverside,Flash Flood,0,0,100000
12669,2012,Riverside,Lightning,0,0,1000
12670,2012,Sierra,Flash Flood,0,0,3000
12671,2012,Riverside,Flood,0,0,0
12672,2012,Siskiyou,Wildfire,0,0,0
12673,2012,Riverside,Flash Flood,0,0,0
12674,2012,Sierra,Flash Flood,0,0,10000
12675,2012,Mono,Flood,0,0,0
12676,2012,Sierra,Flash Flood,0,0,5000
12677,2012,Sierra,Thunderstorm Wind,0,0,200000
12679,2012,Sierra,Flash Flood,0,0,2000
12680,2012,Siskiyou,Frost/Freeze,0,0,0
12681,2012,Modoc,Frost/Freeze,0,0,0
12682,2012,Siskiyou,Frost/Freeze,0,0,0
12684,2012,Riverside,High Wind,0,0,0
12685,2012,Sierra,Dust Devil,0,0,100
12686,2012,Santa Barbara,Hail,0,0,0
12690,2012,Santa Barbara,Thunderstorm Wind,0,0,0
12691,2012,Riverside,Heavy Snow,0,0,0
12692,2012,Trinity,Flood,0,0,0
12693,2012,Sierra,Flood,0,0,0
12694,2012,Mono,Lightning,0,0,2000
12695,2012,Tuolumne,Thunderstorm Wind,0,0,50000
12696,2012,Tuolumne,Funnel Cloud,0,0,0
12697,2012,Los Angeles,Thunderstorm Wind,0,0,4000
12698,2012,Tuolumne,Flood,0,0,25000
12699,2012,San Bernardino,Heavy Snow,0,0,0
12701,2012,Placer,Strong Wind,0,0,20000
12702,2012,Trinity,Funnel Cloud,0,0,0
12703,2012,Ventura,High Wind,0,0,0
12704,2012,Los Angeles,High Wind,0,0,0
12705,2012,Inyo,High Wind,0,0,0
12706,2012,Los Angeles,High Wind,0,0,0
12709,2012,Siskiyou,Frost/Freeze,0,0,0
12710,2012,Inyo,High Wind,0,0,0
12711,2012,Riverside,High Wind,0,0,0
12712,2012,San Bernardino,High Wind,0,0,0
12713,2012,Sierra,Dust Devil,0,0,50000
12714,2012,Inyo,High Wind,0,0,0
12715,2012,Riverside,Heat,1,0,0
12716,2012,San Bernardino,Dust Storm,0,0,5000
12717,2012,Riverside,High Wind,0,0,0
12718,2012,Inyo,High Wind,0,0,25000
12719,2012,Mono,Strong Wind,0,0,5000
12721,2012,San Bernardino,High Wind,0,0,0
12723,2012,Siskiyou,Heavy Snow,0,0,0
12727,2012,Inyo,High Wind,0,0,0
12728,2012,Modoc,Heavy Snow,0,0,0
12729,2012,Inyo,High Wind,0,0,0
12730,2012,San Diego,High Surf,0,0,0
12735,2012,Inyo,High Wind,0,0,0
12738,2012,Placer,Heavy Snow,0,0,0
12739,2012,Sierra,Winter Weather,0,0,0
12740,2012,Mono,High Wind,0,0,0
12742,2012,Riverside,High Wind,0,0,0
12743,2012,Riverside,High Wind,0,0,0
12750,2012,Siskiyou,Heavy Snow,0,0,0
12751,2012,Yuba,Winter Storm,0,0,0
12752,2012,Tehama,Winter Storm,0,0,0
12753,2012,Siskiyou,Heavy Snow,0,0,0
12754,2012,Siskiyou,Heavy Snow,0,0,0
12755,2012,Siskiyou,Heavy Snow,0,0,0
12756,2012,Trinity,Hail,0,0,0
12757,2012,Trinity,Funnel Cloud,0,0,0
12758,2012,Trinity,Hail,0,0,0
12761,2012,Tuolumne,Hail,0,0,0
12762,2012,Riverside,Thunderstorm Wind,0,0,10000
12763,2012,Riverside,Thunderstorm Wind,0,0,20000
12764,2012,Los Angeles,High Wind,0,0,0
12765,2012,Inyo,High Wind,0,0,0
12766,2012,Ventura,High Wind,0,0,0
12767,2012,Los Angeles,High Wind,0,0,0
12768,2012,Inyo,High Wind,0,0,0
12769,2012,Los Angeles,High Wind,0,0,0
12772,2012,Siskiyou,Frost/Freeze,0,0,0
12773,2012,Riverside,High Wind,0,0,0
12774,2012,Inyo,High Wind,0,0,0
12775,2012,San Bernardino,High Wind,0,0,0
12776,2012,Sierra,Dust Devil,0,0,50000
12777,2012,Inyo,High Wind,0,0,0
12778,2012,Riverside,Heat,1,0,0
12779,2012,San Bernardino,Dust Storm,0,0,5000
12780,2012,Riverside,High Wind,0,0,0
12781,2012,Inyo,High Wind,0,0,25000
12782,2012,Riverside,High Wind,0,0,0
12783,2012,Los Angeles,High Wind,0,0,0
12784,2012,San Diego,Wildfire,0,0,0
12785,2012,Inyo,High Wind,0,0,0
12786,2012,Riverside,High Wind,0,0,0
12787,2012,Siskiyou,Frost/Freeze,0,0,0
12788,2012,Modoc,Frost/Freeze,0,0,0
12789,2012,Los Angeles,High Wind,0,0,0
12790,2012,Ventura,High Wind,0,0,0
12793,2012,Santa Barbara,High Wind,0,0,0
12794,2012,Santa Barbara,High Wind,0,0,0
12795,2012,Inyo,High Wind,0,0,5000
12796,2012,Riverside,High Wind,0,0,0
12802,2012,Santa Barbara,Funnel Cloud,0,0,0
12803,2012,Mono,Strong Wind,0,0,5000
12804,2012,Trinity,Funnel Cloud,0,0,0
12805,2012,Placer,Strong Wind,0,0,20000
12807,2012,Riverside,High Wind,0,0,0
12808,2012,Siskiyou,Frost/Freeze,0,0,0
12809,2012,Modoc,Frost/Freeze,0,0,0
12810,2012,Los Angeles,High Wind,0,0,0
12811,2012,Ventura,High Wind,0,0,0
12814,2012,Santa Barbara,High Wind,0,0,0
12815,2012,Santa Barbara,High Wind,0,0,0
12816,2012,Inyo,High Wind,0,0,5000
12817,2012,Riverside,High Wind,0,0,0
12823,2012,Santa Barbara,Funnel Cloud,0,0,0
12824,2012,Siskiyou,Frost/Freeze,0,0,0
12825,2012,San Diego,Wildfire,0,0,0
12826,2012,Modoc,Frost/Freeze,0,0,0
12827,2012,Modoc,Frost/Freeze,0,0,0
12828,2012,Santa Barbara,Thunderstorm Wind,0,0,0
12830,2012,Riverside,High Wind,0,0,0
12831,2012,Sierra,Dust Devil,0,0,100
12832,2012,Santa Barbara,Hail,0,0,0
12836,2012,Riverside,Heavy Snow,0,0,0
12837,2012,San Bernardino,Heavy Snow,0,0,0
12838,2012,Trinity,Flood,0,0,0
12839,2012,Sierra,Flood,0,0,0
12840,2012,Mono,Lightning,0,0,2000
12841,2012,Tuolumne,Thunderstorm Wind,0,0,50000
12842,2012,Tuolumne,Funnel Cloud,0,0,0
12843,2012,Los Angeles,Thunderstorm Wind,0,0,4000
12844,2012,Tuolumne,Flood,0,0,25000
12845,2012,Siskiyou,Frost/Freeze,0,0,0
12846,2012,Sierra,Flash Flood,0,0,1000
12847,2012,Riverside,Thunderstorm Wind,0,0,200000
12848,2012,Riverside,Tornado,0,0,0
12849,2012,Siskiyou,Heavy Snow,0,0,0
12850,2012,Siskiyou,Heavy Snow,0,0,0
12851,2012,San Diego,High Wind,0,0,0
12852,2012,Mono,Heavy Rain,0,0,0
12853,2012,San Diego,Heavy Snow,0,0,0
12854,2012,San Bernardino,Heavy Snow,0,0,0
12855,2012,Riverside,Heavy Snow,0,0,0
12856,2012,Siskiyou,Heavy Snow,0,0,0
12858,2012,San Bernardino,Dense Fog,0,0,0
12859,2012,Santa Cruz,Rip Current,1,0,0
12860,2012,San Diego,Dense Fog,0,0,0
12865,2012,Placer,Winter Weather,0,0,0
12866,2012,Siskiyou,High Wind,0,0,0
12868,2012,Sierra,Winter Storm,0,0,0
12870,2012,Los Angeles,High Wind,0,0,0
12871,2012,San Bernardino,Strong Wind,0,0,8000
12872,2012,Riverside,High Wind,0,0,0
12873,2012,Ventura,High Wind,0,0,0
12874,2012,Los Angeles,High Wind,0,0,0
12875,2012,San Diego,High Wind,0,0,0
12876,2012,San Bernardino,High Wind,0,0,0
12877,2012,San Bernardino,High Wind,0,0,1000
12878,2012,Los Angeles,High Wind,0,0,0
12879,2012,Placer,Avalanche,1,0,0
12880,2012,Mono,Strong Wind,0,0,100
12881,2012,Riverside,High Wind,0,0,0
12882,2012,Inyo,High Wind,0,0,0
12884,2012,Placer,Winter Storm,0,0,0
12885,2012,Modoc,Winter Weather,0,0,0
12886,2012,Ventura,High Wind,0,0,0
12887,2012,Los Angeles,High Wind,0,0,0
12888,2012,San Diego,High Wind,0,0,0
12890,2012,Sonoma,Dense Fog,0,0,100000
12891,2012,Santa Barbara,High Wind,0,0,0
12899,2012,Sierra,Flash Flood,0,0,1000
12901,2012,Sierra,Flash Flood,0,0,2000
12902,2012,Sierra,Flash Flood,0,0,20000
12903,2012,Sierra,Flash Flood,0,0,25000
12904,2012,Sierra,Flash Flood,0,0,5000
12909,2012,San Diego,High Surf,0,0,0
12918,2012,Los Angeles,Funnel Cloud,0,0,0
12919,2012,San Diego,Winter Weather,0,0,0
12920,2012,Riverside,Heavy Snow,0,0,0
12921,2012,San Bernardino,Heavy Snow,0,0,0
12922,2012,Riverside,Dust Storm,0,0,0
12923,2012,San Bernardino,High Wind,0,0,0
12924,2012,Inyo,High Wind,0,0,0
12926,2012,Inyo,Dust Storm,0,0,0
12927,2012,San Bernardino,Strong Wind,0,0,10000
12928,2012,Riverside,High Wind,0,0,0
12929,2012,San Diego,Lightning,1,0,0
12931,2012,Riverside,High Wind,0,0,0
12932,2012,Santa Cruz,Strong Wind,0,0,2000
12934,2012,Los Angeles,High Wind,0,0,0
12935,2012,San Diego,High Wind,0,0,0
12936,2012,Tuolumne,Thunderstorm Wind,0,0,1000000
12937,2012,Riverside,High Wind,0,0,0
12938,2012,San Bernardino,High Wind,0,0,0
12939,2012,San Diego,Heavy Rain,0,0,0
12944,2012,Santa Clara,Strong Wind,0,0,2000
12945,2012,Inyo,Heavy Snow,0,0,0
12946,2012,Mono,Heavy Snow,0,0,0
12947,2012,Los Angeles,Heavy Rain,1,3,15000
12949,2012,Sierra,Flood,0,0,1000
12950,2012,Tuolumne,Flood,0,0,5000
12951,2012,Tuolumne,Flood,0,0,3000
12952,2012,San Diego,High Surf,0,0,0
12954,2012,Contra Costa,Strong Wind,0,0,50000
12955,2012,Los Angeles,Heavy Rain,1,0,5000
12956,2012,San Bernardino,High Wind,0,0,500
12957,2012,San Bernardino,Winter Storm,0,0,0
12958,2012,Ventura,Winter Storm,0,0,0
12959,2012,Los Angeles,Winter Storm,0,0,0
12960,2012,Tuolumne,Tornado,0,0,0
12961,2012,Sierra,Heavy Rain,0,0,0
12962,2012,San Bernardino,High Wind,0,0,0
12963,2012,Mono,Heavy Rain,0,0,0
12964,2012,Riverside,Heavy Rain,0,0,0
12965,2012,San Bernardino,High Wind,0,0,1000
12967,2012,San Bernardino,High Wind,0,0,0
12969,2012,Sonoma,Strong Wind,0,0,400000
12970,2012,Placer,Heavy Snow,0,0,0
12971,2012,Sierra,Heavy Snow,0,0,0
12972,2012,Santa Cruz,Strong Wind,0,0,70000
12973,2012,Siskiyou,High Wind,0,0,0
12974,2012,Siskiyou,High Wind,0,0,0
12975,2012,Ventura,High Wind,0,0,0
12976,2012,Los Angeles,High Wind,0,0,0
12977,2012,Los Angeles,High Wind,0,0,0
12978,2012,San Bernardino,High Wind,0,0,100000
12979,2012,San Bernardino,High Wind,0,0,5000
12982,2012,San Diego,High Wind,0,0,30000
12983,2012,San Bernardino,High Wind,0,0,10000
12984,2012,San Bernardino,High Wind,0,0,0
12986,2012,Inyo,High Wind,0,0,50000
12987,2012,San Bernardino,High Wind,0,0,0
12989,2012,Riverside,Strong Wind,0,0,2000
12990,2012,Modoc,High Wind,0,0,0
12993,2012,Shasta,Heavy Rain,0,0,50000
12994,2012,Sonoma,Strong Wind,0,0,12500
12995,2012,Santa Clara,Strong Wind,1,4,12500
12996,2012,Los Angeles,Heavy Rain,0,0,3500
12997,2012,Los Angeles,Heavy Rain,0,0,200000
12998,2012,Sonoma,Strong Wind,0,0,20000
12999,2012,Santa Cruz,Landslide,0,0,30000
13000,2012,Santa Cruz,Strong Wind,0,0,15000
13001,2012,Sonoma,Strong Wind,0,0,2000
13002,2012,Sonoma,Landslide,0,0,2000
13003,2012,Siskiyou,Heavy Rain,0,5,50000
13004,2012,San Bernardino,Heavy Rain,0,0,30000
13005,2012,Sonoma,Strong Wind,0,0,2000
13006,2012,Sonoma,Strong Wind,0,0,40000
13007,2012,Sonoma,Strong Wind,0,0,25000
13008,2012,Placer,Winter Weather,0,0,0
13009,2012,Modoc,High Wind,0,0,0
13010,2012,Sierra,Strong Wind,0,0,25000
13011,2012,Los Angeles,Heavy Rain,1,0,5000
