,YEAR,COUNTY,EVENT_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM
61652,2019,Los Angeles,Funnel Cloud,0,0,0
61654,2019,San Benito,Strong Wind,0,0,0
61656,2019,Placer,Heavy Snow,0,0,0
61657,2019,Monterey,Strong Wind,0,0,0
61658,2019,Mono,Winter Weather,0,0,0
61659,2019,Sierra,Heavy Snow,0,0,0
61660,2019,Sierra,Heavy Snow,0,0,0
61661,2019,Sierra,Heavy Snow,0,0,0
61662,2019,Sierra,Heavy Snow,0,0,0
61663,2019,Mono,Heavy Snow,0,0,0
61664,2019,San Bernardino,Dense Fog,0,0,0
61672,2019,Sonoma,Strong Wind,0,0,0
61673,2019,San Diego,High Surf,1,0,0
61674,2019,Tehama,Heavy Rain,0,0,0
61675,2019,Imperial,Dense Fog,0,0,0
61676,2019,San Bernardino,Dense Fog,0,0,0
61677,2019,Los Angeles,Debris Flow,0,0,0
61678,2019,Santa Clara,Strong Wind,0,0,0
61679,2019,Santa Cruz,Strong Wind,0,0,0
61680,2019,Monterey,Strong Wind,0,0,2000
61681,2019,Monterey,Strong Wind,0,0,0
61683,2019,Santa Cruz,Strong Wind,0,0,6000
61685,2019,Santa Cruz,Strong Wind,0,0,0
61686,2019,Monterey,Strong Wind,0,0,0
61687,2019,Santa Cruz,Strong Wind,0,0,0
61688,2019,Sonoma,Strong Wind,0,0,0
61690,2019,Inyo,Strong Wind,0,0,1000
61692,2019,Yolo,High Wind,0,0,100000
61695,2019,Santa Cruz,Strong Wind,0,0,0
61696,2019,Santa Clara,Strong Wind,0,0,0
61697,2019,Santa Clara,Strong Wind,0,0,0
61698,2019,Santa Cruz,High Wind,0,0,0
61699,2019,Santa Clara,Strong Wind,0,0,4000
61700,2019,Monterey,Strong Wind,0,0,0
61701,2019,Sonoma,High Wind,0,0,0
61702,2019,Santa Clara,High Wind,0,0,0
61703,2019,Sonoma,Strong Wind,0,0,0
61704,2019,Santa Clara,Strong Wind,0,0,0
61705,2019,Sonoma,High Wind,0,0,0
61706,2019,San Francisco,Strong Wind,0,0,0
61707,2019,Sonoma,Strong Wind,0,0,0
61708,2019,Santa Cruz,High Wind,0,0,0
61709,2019,Santa Cruz,Strong Wind,0,0,0
61710,2019,Placer,Winter Weather,0,0,0
61711,2019,Humboldt,Heavy Rain,0,0,0
61712,2019,Orange,High Surf,0,0,0
61714,2019,San Francisco,Coastal Flood,0,0,0
61717,2019,Santa Barbara,High Wind,0,0,0
61723,2019,Santa Barbara,High Wind,0,0,0
61726,2019,Ventura,High Wind,0,0,0
61727,2019,Los Angeles,High Wind,0,0,0
61728,2019,Los Angeles,High Wind,0,0,0
61734,2019,Monterey,High Surf,1,0,0
61736,2019,Riverside,Heavy Rain,0,0,0
61737,2019,Trinity,Flash Flood,0,0,10000
61738,2019,Trinity,Flood,0,0,0
61739,2019,Trinity,Funnel Cloud,0,0,0
61740,2019,Riverside,Debris Flow,0,0,0
61741,2019,Los Angeles,Hail,0,0,5000
61742,2019,Trinity,Funnel Cloud,0,0,0
61743,2019,San Diego,High Wind,0,0,0
61744,2019,San Bernardino,Winter Weather,0,0,0
61745,2019,Yuba,Hail,0,0,0
61746,2019,Riverside,Winter Weather,0,0,0
61747,2019,San Bernardino,Winter Weather,0,0,0
61748,2019,Santa Barbara,Funnel Cloud,0,0,0
61749,2019,San Diego,High Surf,0,0,0
61750,2019,Orange,High Surf,0,0,0
61752,2019,Los Angeles,Hail,0,0,500
61754,2019,Los Angeles,Winter Storm,0,0,0
61755,2019,Modoc,Hail,0,0,0
61756,2019,Santa Barbara,Debris Flow,0,0,0
61758,2019,Santa Barbara,Heavy Rain,0,0,0
61760,2019,Trinity,Flood,0,0,0
61766,2019,Mendocino,Flash Flood,0,0,0
61768,2019,Mendocino,Flood,0,0,0
61770,2019,Mendocino,Flood,0,0,0
61771,2019,Mendocino,Flood,0,0,0
61773,2019,Trinity,Flood,0,0,0
61776,2019,Modoc,Hail,0,0,0
61777,2019,Modoc,Hail,0,0,0
61778,2019,Modoc,Lightning,0,0,0
61779,2019,Modoc,Lightning,0,0,0
61780,2019,San Diego,Winter Weather,0,0,0
61781,2019,San Bernardino,Heavy Snow,0,0,0
61782,2019,San Bernardino,Heavy Snow,0,0,0
61783,2019,Mono,Winter Weather,0,0,0
61784,2019,Placer,Winter Weather,0,0,0
61785,2019,Yuba,Winter Weather,0,0,0
61786,2019,Trinity,Winter Weather,0,0,0
61787,2019,Humboldt,Winter Weather,0,0,0
61790,2019,Trinity,Funnel Cloud,0,0,0
61794,2019,Placer,Winter Weather,0,0,0
61795,2019,Mono,Winter Weather,0,0,0
61796,2019,Yuba,Winter Weather,0,0,0
61800,2019,Monterey,Frost/Freeze,0,0,0
61801,2019,San Benito,Frost/Freeze,0,0,0
61802,2019,San Benito,Frost/Freeze,0,0,0
61804,2019,Monterey,Frost/Freeze,0,0,0
61805,2019,Santa Clara,Cold/Wind Chill,2,0,0
61806,2019,Santa Clara,Strong Wind,0,0,0
61811,2019,San Benito,Frost/Freeze,0,0,0
61812,2019,San Benito,Frost/Freeze,0,0,0
61813,2019,Monterey,Frost/Freeze,0,0,0
61814,2019,Trinity,Winter Weather,0,0,0
61815,2019,Ventura,Heavy Rain,0,0,0
61816,2019,Trinity,Winter Weather,0,0,0
61824,2019,Siskiyou,Heavy Snow,0,0,0
61825,2019,Sonoma,Strong Wind,0,0,0
61826,2019,Siskiyou,High Wind,0,0,0
61827,2019,Siskiyou,High Wind,0,0,0
61828,2019,Trinity,Winter Weather,0,0,0
61829,2019,Trinity,Winter Weather,0,0,0
61830,2019,Humboldt,Winter Weather,0,0,0
61831,2019,Mendocino,Winter Weather,0,0,0
61832,2019,Humboldt,Winter Weather,0,0,0
61833,2019,Humboldt,Winter Weather,0,0,0
61834,2019,Monterey,Frost/Freeze,0,0,0
61835,2019,Santa Cruz,Strong Wind,0,0,0
61836,2019,Sonoma,Strong Wind,0,0,0
61837,2019,Trinity,Winter Weather,0,0,0
61838,2019,San Diego,Heavy Rain,0,0,0
61839,2019,Yolo,Heavy Rain,0,0,0
61840,2019,Santa Cruz,Rip Current,0,0,0
61841,2019,Mono,High Wind,0,0,0
61842,2019,Mono,High Wind,0,0,0
61843,2019,Sierra,High Wind,0,0,0
61844,2019,Mono,High Wind,0,0,0
61846,2019,Sierra,High Wind,0,0,0
61847,2019,Sierra,High Wind,0,0,0
61852,2019,Mono,Avalanche,0,1,0
61853,2019,Humboldt,Sneakerwave,1,0,0
61854,2019,Siskiyou,Heavy Snow,0,0,0
61855,2019,Yolo,Heavy Rain,0,0,0
61856,2019,Placer,Heavy Snow,0,0,0
61857,2019,Yolo,Heavy Rain,0,0,0
61860,2019,Mono,High Wind,0,0,0
61863,2019,San Diego,Funnel Cloud,0,0,0
61871,2019,Santa Barbara,Heavy Rain,0,0,0
61872,2019,San Diego,Heavy Rain,0,0,0
61873,2019,Riverside,Heavy Rain,0,0,0
61874,2019,Mono,Winter Weather,0,0,0
61875,2019,Trinity,Winter Weather,0,0,0
61876,2019,Monterey,Strong Wind,0,0,0
61877,2019,Los Angeles,Heavy Rain,0,0,0
61878,2019,Los Angeles,Flash Flood,0,0,0
61879,2019,Siskiyou,High Wind,0,0,0
61880,2019,Monterey,Strong Wind,0,0,0
61881,2019,Placer,High Wind,0,0,0
61882,2019,Mono,Heavy Rain,0,0,0
61883,2019,Riverside,Winter Weather,0,0,0
61884,2019,San Bernardino,Heavy Snow,0,0,0
61885,2019,Monterey,Strong Wind,0,0,0
61886,2019,Siskiyou,High Wind,0,0,0
61887,2019,San Benito,Strong Wind,0,0,0
61889,2019,Placer,High Wind,0,0,0
61890,2019,Mono,High Wind,0,0,0
61891,2019,Santa Clara,Strong Wind,0,0,0
61892,2019,Placer,Winter Weather,0,0,0
61895,2019,San Benito,High Wind,0,0,0
61896,2019,Yuba,Winter Weather,0,0,0
61898,2019,Ventura,High Wind,0,0,0
61900,2019,San Bernardino,High Wind,0,0,0
61901,2019,San Bernardino,High Wind,0,0,0
61902,2019,San Diego,High Wind,0,0,0
61904,2019,San Diego,High Wind,0,0,0
61905,2019,San Diego,High Wind,0,0,0
61906,2019,San Diego,Frost/Freeze,0,0,0
61907,2019,San Diego,High Wind,0,0,0
61908,2019,San Diego,High Wind,0,0,0
61914,2019,Los Angeles,High Wind,0,0,0
61915,2019,Riverside,High Wind,0,0,0
61916,2019,Yuba,Winter Weather,0,0,0
61917,2019,Yuba,Winter Weather,0,0,0
61918,2019,Yuba,Winter Weather,0,0,0
61923,2019,Monterey,Rip Current,1,0,0
61924,2019,Humboldt,Winter Weather,0,0,0
61925,2019,Trinity,Winter Weather,0,0,0
61927,2019,Los Angeles,Lightning,0,0,300
61928,2019,Mono,Winter Weather,0,0,0
61929,2019,Placer,Winter Weather,0,0,0
61934,2019,Mendocino,Tornado,0,0,0
61935,2019,Los Angeles,Hail,0,0,500
61937,2019,Tuolumne,Flood,0,0,0
61939,2019,Yuba,Winter Weather,0,0,0
61940,2019,Placer,High Wind,0,0,0
61941,2019,Yuba,Winter Weather,0,0,0
61942,2019,Placer,High Wind,0,0,0
61943,2019,Placer,High Wind,0,0,0
61944,2019,Placer,High Wind,0,0,5000
61945,2019,Los Angeles,Flood,0,0,0
61948,2019,Placer,High Wind,0,0,0
61949,2019,Mono,High Wind,0,0,0
61950,2019,Los Angeles,Flood,0,0,0
61952,2019,Mono,High Wind,0,0,0
61957,2019,San Diego,High Wind,0,0,0
61958,2019,San Bernardino,High Wind,0,0,0
61959,2019,San Diego,High Wind,0,0,0
61960,2019,Sonoma,Dense Fog,0,0,0
61961,2019,Santa Clara,Dense Fog,0,0,0
61964,2019,Contra Costa,Dense Fog,0,0,0
61965,2019,Contra Costa,Dense Fog,0,0,0
61968,2019,Santa Cruz,Dense Fog,0,0,0
61976,2019,Santa Clara,Dense Fog,0,0,0
61977,2019,Sonoma,Dense Fog,0,0,0
61978,2019,Tuolumne,Flood,0,0,0
61979,2019,Tuolumne,Funnel Cloud,0,0,0
61986,2019,Siskiyou,Flood,0,0,0
61988,2019,Santa Cruz,Strong Wind,0,0,0
61991,2019,San Francisco,Strong Wind,0,0,0
61993,2019,Riverside,Heavy Rain,0,0,0
61994,2019,Santa Clara,Strong Wind,0,0,0
61995,2019,Mono,Heavy Snow,0,0,0
61996,2019,Tuolumne,Heavy Rain,0,0,0
62001,2019,Placer,Heavy Snow,0,0,0
62002,2019,Placer,Heavy Snow,0,0,0
62003,2019,Mono,Heavy Snow,0,0,0
62005,2019,Humboldt,Winter Weather,0,0,0
62006,2019,Humboldt,Winter Weather,0,0,0
62008,2019,Placer,Heavy Snow,0,0,0
62009,2019,Humboldt,Winter Weather,0,0,0
62017,2019,Sierra,Heavy Snow,0,0,0
62018,2019,Placer,Heavy Snow,0,0,0
62019,2019,Placer,Heavy Snow,0,0,0
62030,2019,Santa Cruz,Dense Fog,0,0,0
62031,2019,Sonoma,Dense Fog,0,0,0
62032,2019,Monterey,Dense Fog,0,0,0
62033,2019,Sonoma,Dense Fog,0,0,0
62034,2019,San Benito,Dense Fog,0,0,0
62035,2019,Santa Cruz,Dense Fog,0,0,0
62042,2019,San Bernardino,Flood,0,0,0
62043,2019,Mono,High Wind,0,0,0
62047,2019,Monterey,Strong Wind,0,0,0
62048,2019,Los Angeles,Flood,0,0,0
62050,2019,San Benito,Strong Wind,0,0,0
62051,2019,Riverside,Flash Flood,0,0,20000
62052,2019,Monterey,High Wind,0,0,0
62053,2019,Sonoma,Strong Wind,0,0,0
62054,2019,Monterey,Strong Wind,0,0,0
62055,2019,Riverside,Flash Flood,0,0,10000
62056,2019,Contra Costa,Strong Wind,0,0,0
62057,2019,Mendocino,Flood,0,0,0
62058,2019,Monterey,Strong Wind,0,0,0
62060,2019,Mono,High Wind,0,0,0
62061,2019,Monterey,Strong Wind,0,0,0
62062,2019,San Bernardino,Flood,0,0,0
62063,2019,Contra Costa,High Wind,0,0,0
62064,2019,Santa Clara,Strong Wind,0,0,0
62065,2019,San Benito,Strong Wind,0,0,0
62066,2019,Monterey,Strong Wind,0,0,0
62067,2019,Monterey,Strong Wind,0,0,0
62071,2019,Sonoma,High Wind,0,0,0
62072,2019,Santa Clara,Strong Wind,0,0,0
62074,2019,Los Angeles,Heavy Rain,0,0,0
62075,2019,Sonoma,High Wind,0,0,0
62076,2019,Sonoma,High Wind,0,0,0
62077,2019,Santa Cruz,High Wind,0,0,0
62078,2019,Ventura,Flood,0,0,0
62079,2019,San Bernardino,Dense Fog,0,0,25000
62080,2019,Modoc,Flood,0,0,0
62081,2019,Mono,High Wind,0,0,0
62082,2019,Monterey,High Wind,0,0,0
62084,2019,San Luis Obispo,Heavy Rain,0,0,0
62085,2019,Yolo,Heavy Rain,0,0,0
62086,2019,San Luis Obispo,Heavy Rain,0,0,0
62087,2019,Ventura,Flood,0,0,0
62088,2019,Humboldt,Winter Weather,0,0,0
